Name,Brand,Model,Socket,Chipset,Form Factor,Memory Type,RAM Slots,Max RAM,ECC Support,PCIe x16 Slots,PCIe x4 Slots,PCIe x1 Slots,M.2 Ports,M.2 Support,SATA Ports,SATA Express Ports,Audio Chipset,Audio Channels,LAN Chipset,Wireless LAN,Wi-Fi Generation,USB 2.0 Headers,USB 3.2 Gen1 Headers,USB 3.2 Gen2 Headers,USB 3.2 Gen2x2 Headers,SLI Support,CrossFire Support,RAID Support,Back Connect,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
NZXT N7 Z790,,N7-Z79XT-B1,LGA1700,Z790,Atx,,4,192 GB,No,3,0,2,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,,,Yes,6E,2,1,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$300,https://pangoly.com/en/product/nzxt-n7-z790,7341443e-f36b-1410-8bb4-003fe7c988bc,26
Asus PRIME Z790-A WIFI,Asus,PRIME Z790-A WIFI90MB1CS0-M0AAY090MB1CS0-MVAAY0,LGA1700,Z790,Atx,,4,192 GB,No,2,1,2,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$300,https://pangoly.com/en/product/asus-prime-z790-a-wifi,5b41443e-f36b-1410-8bb4-003fe7c988bc,26
ASRock Z790 TAICHI CARRARA,Asrock,Z790 TAICHI CARRARA,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,5,2280 - M Key2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,8,0,,5.1 Channels,,Yes,6E,2,2,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$300,https://pangoly.com/en/product/asrock-z790-taichi-carrara,bf41443e-f36b-1410-8bb4-003fe7c988bc,26
Gigabyte Z790 AORUS ELITE AX DDR4,Gigabyte,,,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$302,https://pangoly.com/en/product/gigabyte-z790-aorus-elite-ax-ddr4,b141443e-f36b-1410-8bb4-003fe7c988bc,26
MSI MPG Z790 CARBON WIFI,Msi,MPG Z790 CARBON WIFI,LGA1700,Z790,Atx,,4,192 GB,No,2,0,1,6,2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6E,2,1,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$311,https://pangoly.com/en/product/msi-mpg-z790-carbon-wifi,1841443e-f36b-1410-8bb4-003fe7c988bc,27
Gigabyte Z790 UD AX,Gigabyte,,,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$320,https://pangoly.com/en/product/gigabyte-z790-ud-ax,c741443e-f36b-1410-8bb4-003fe7c988bc,27
MSI MPG Z790 EDGE WIFI DDR4,Msi,,,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$340,https://pangoly.com/en/product/msi-mpg-z790-edge-wifi-ddr4,6b41443e-f36b-1410-8bb4-003fe7c988bc,27
Asus ROG STRIX Z790-I GAMING WIFI,Asus,ROG STRIX Z790-I GAMING WIFI90MB1CM0-M0AAY0,LGA1700,Z790,Mini ITX,,2,96 GB,No,1,0,0,2,2280 - M Key2242 / 2260 / 2280 - M Key,2,0,,ROG High Definition Audio CODEC ALC4050- Supports: Jack-detection- High quality 118 dB SNR stereo playback output and 94 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- ROG Hyper-Grounding Technology- ESS  SABRE9260Q DAC- Silver-plated audio jacks- Optical S/PDIF out port & USB Type-C  port with indepent power solution,,Yes,6E,0,1,1,,No,No,No,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$388,https://pangoly.com/en/product/asus-rog-strix-z790-i-gaming-wifi,3742443e-f36b-1410-8bb4-003fe7c988bc,27
Asus ROG STRIX Z790-E GAMING WIFI,Asus,ROG STRIX Z790-E GAMING WIFI90MB1CL0-M0AAY090MB1CL0-M1AAY0,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6E,2,2,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$400,https://pangoly.com/en/product/asus-rog-strix-z790-e-gaming-wifi,e540443e-f36b-1410-8bb4-003fe7c988bc,27
Biostar Z790 VALKYRIE,Biostar,Z790 VALKYRIE,LGA1700,Z790,Atx,,4,128 GB,No,3,0,0,6,2280 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,8,0,,,,No,,2,0,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$415,https://pangoly.com/en/product/biostar-z790-valkyrie,5c42443e-f36b-1410-8bb4-003fe7c988bc,27
Gigabyte Z790 GAMING X AX,Gigabyte,Z790 GAMING X AX,LGA1700,Z790,Atx,,4,256 GB,No,3,0,0,4,2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6E,2,1,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$415,https://pangoly.com/en/product/gigabyte-z790-gaming-x-ax,a641443e-f36b-1410-8bb4-003fe7c988bc,27
Asus ROG STRIX Z790-F GAMING WIFI,Asus,ROG STRIX Z790-F GAMING WIFI90MB1CP0-M0AAY090MB1CP0-M1AAY1,LGA1700,Z790,Atx,,4,192 GB,No,3,0,1,4,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- SupremeFX Shielding Technology- Savitech SV3H712 AMP- Gold-plated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,6E,2,1,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$417,https://pangoly.com/en/product/asus-rog-strix-z790-f-gaming-wifi,2742443e-f36b-1410-8bb4-003fe7c988bc,27
Gigabyte Z790 AERO G,Gigabyte,Z790 AERO G,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,5,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2280 - M Key2280 - M Key,4,0,,7.1 Channels,,Yes,6E,2,1,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$460,https://pangoly.com/en/product/gigabyte-z790-aero-g,9e41443e-f36b-1410-8bb4-003fe7c988bc,27
Gigabyte Z790 AORUS MASTER,Gigabyte,Z790 AORUS MASTER,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,5,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,5.1 Channels,,Yes,6E,2,2,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$507,https://pangoly.com/en/product/gigabyte-z790-aorus-master,d840443e-f36b-1410-8bb4-003fe7c988bc,27
MSI MEG Z790 ACE,Msi,,,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$536,https://pangoly.com/en/product/msi-meg-z790-ace,2c41443e-f36b-1410-8bb4-003fe7c988bc,27
Asus ROG MAXIMUS Z790 HERO,Asus,ROG MAXIMUS Z790 HERO90MB1CI0-M0AAY0,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6E,2,1,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$550,https://pangoly.com/en/product/asus-rog-maximus-z790-hero,ea40443e-f36b-1410-8bb4-003fe7c988bc,27
Asus ROG MAXIMUS Z790 EXTREME,Asus,ROG MAXIMUS Z790 EXTREME90MB1CB0-M0AAY0,LGA1700,Z790,Atx,,4,192 GB,No,2,1,0,5,2242 / 2260 / 2280 / 22110 - M Key2280 - M Key2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4082- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- SupremeFX Shielding Technology- ESS ES9218 QUAD DAC- LED-illuminated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,6E,2,2,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1000,https://pangoly.com/en/product/asus-rog-maximus-z790-extreme,7542443e-f36b-1410-8bb4-003fe7c988bc,28
ASRock Z790M PG LIGHTNING/D4,Asrock,Z790M PG LIGHTNING/D4,LGA1700,Z790,Atx,,4,182 GB,No,2,0,1,2,2242 / 2280 - M Key2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/asrock-z790m-pg-lightning-d4,5542443e-f36b-1410-8bb4-003fe7c988bc,28
ASRock Z790 PG Lightning/D4,Asrock,Z790 PG Lightning/D4,LGA1700,Z790,Atx,,4,128 GB,No,2,0,3,5,2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,2,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$150,https://pangoly.com/en/product/asrock-z790-pg-lightning-d4,5242443e-f36b-1410-8bb4-003fe7c988bc,28
ASRock Z790 LiveMixer,Asrock,Z790 LiveMixerZ790 Live Mixer,LGA1700,Z790,Atx,,4,192 GB,No,3,0,1,6,2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$160,https://pangoly.com/en/product/asrock-z790-livemixer,db41443e-f36b-1410-8bb4-003fe7c988bc,28
Gigabyte Z790 UD AC,Gigabyte,Z790 UD AC,LGA1700,Z790,Atx,,4,192 GB,No,4,0,2,3,2280 / 22110 - M Key2280 - M Key2280 - M Key,6,0,,7.1 Channels,,Yes,5,2,1,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$187,https://pangoly.com/en/product/gigabyte-z790-ud-ac,1f42443e-f36b-1410-8bb4-003fe7c988bc,28
MSI MAG Z790 TOMAHAWK WIFI DDR4,Msi,,,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$203,https://pangoly.com/en/product/msi-mag-z790-tomahawk-wifi-ddr4,4e41443e-f36b-1410-8bb4-003fe7c988bc,28
MSI PRO Z790-A WIFI,Msi,PRO Z790-A WIFI,LGA1700,Z790,Atx,,4,192 GB,No,3,0,1,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$220,https://pangoly.com/en/product/msi-pro-z790-a-wifi,2441443e-f36b-1410-8bb4-003fe7c988bc,28
MSI MPG Z790I EDGE WIFI,Msi,,,Z790,Mini Itx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$285,https://pangoly.com/en/product/msi-mpg-z790i-edge-wifi,2141443e-f36b-1410-8bb4-003fe7c988bc,28
ASRock Z790 PG-ITX/TB4,Asrock,Z790 PG-ITX/TB4,LGA1700,Z790,Mini Itx,,2,64 GB,No,1,0,0,4,2280 - M Key2280 - M Key2280 - M Key2230 - E Key,3,0,,7.1 Channels,,Yes,6E,0,1,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$335,https://pangoly.com/en/product/asrock-z790-pg-itx-tb4,bb41443e-f36b-1410-8bb4-003fe7c988bc,28
Gigabyte Z790 UD,Gigabyte,Z790 UD,LGA1700,Z790,Atx,,4,192 GB,No,3,0,2,3,2280 / 22110 - M Key2280 - M Key2280 - M Key,6,0,,,,No,,2,1,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$338,https://pangoly.com/en/product/gigabyte-z790-ud,0e42443e-f36b-1410-8bb4-003fe7c988bc,28
ASRock Z790 TAICHI,Asrock,Z790 TAICHI,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,6,2280 - M Key2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,8,0,,5.1 Channels,,Yes,6E,2,2,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$380,https://pangoly.com/en/product/asrock-z790-taichi,d341443e-f36b-1410-8bb4-003fe7c988bc,28
Biostar Z790A-SILVER,Biostar,Z790A-SILVER,LGA1700,Z790,Atx,,4,128 GB,No,3,0,1,4,2280 - M Key2280 - M Key2242 / 2260 / 2280 / 22110 - M KeyE-key - E Key,6,0,,,,No,,2,1,0,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$380,https://pangoly.com/en/product/biostar-z790a-silver,6642443e-f36b-1410-8bb4-003fe7c988bc,28
Gigabyte Z790 AORUS ELITE DDR4,Gigabyte,Z790 AORUS ELITE DDR4,LGA1700,Z790,Atx,,4,128 GB,No,3,0,0,4,2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,,,No,,2,1,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/gigabyte-z790-aorus-elite-ddr4,4d42443e-f36b-1410-8bb4-003fe7c988bc,29
GIGABYTE B650M DS3H,Gigabyte,B650M DS3HB650M DS3H (rev. 1.0),AM5,B650,Atx,,4,128 GB,No,1,0,1,2,2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,Realtek® Audio CODECHigh Definition Audio2/4/5.1/7.1-channel,,No,,2,1,0,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,In Stock,$208,https://pangoly.com/en/product/gigabyte-b650m-ds3h,9556443e-f36b-1410-8bb5-003fe7c988bc,29
ASRock B650 PG LIGHTNING,Asrock,B650 PG LIGHTNING,AM5,B650,Atx,,4,192 GB,No,2,0,2,4,2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$130,https://pangoly.com/en/product/asrock-b650-pg-lightning,882d443e-f36b-1410-8bb4-003fe7c988bc,29
ASRock B650M PG RIPTIDE,Asrock,B650M PG RIPTIDE,AM5,B650,Atx,,4,192 GB,No,2,0,2,2,2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,2,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$155,https://pangoly.com/en/product/asrock-b650m-pg-riptide,852d443e-f36b-1410-8bb4-003fe7c988bc,29
ASRock B650 PRO RS,Asrock,B650 PRO RS,AM5,B650,Atx,,4,192 GB,No,2,0,1,4,2280 - M Key2242 / 2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,1,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$188,https://pangoly.com/en/product/asrock-b650-pro-rs,9a2d443e-f36b-1410-8bb4-003fe7c988bc,29
ASRock B650E PG Riptide WiFi,Asrock,B650E PG RIPTIDE WIFI90-MXBL00-A0UAYZ,AM5,B650,Atx,,4,192 GB,No,2,0,1,4,2280 - M Key2242 / 2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,2,1,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$190,https://pangoly.com/en/product/asrock-b650e-pg-riptide-wifi,8f2d443e-f36b-1410-8bb4-003fe7c988bc,29
GIGABYTE B650E AORUS Master,Gigabyte,B650E AORUS MASTER,AM5,B650,Atx,,4,192 GB,No,3,0,0,4,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,,,Yes,6E,2,1,1,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$784,https://pangoly.com/en/product/gigabyte-b650e-aorus-master,2e1a443e-f36b-1410-8bb4-003fe7c988bc,29
GIGABYTE B650 AORUS Elite AX,Gigabyte,B650 AORUS ELITE AX,AM5,B650,Atx,,4,128 GB,No,3,0,0,3,2280 / 25110 - M Key2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,Yes,6E,1,1,1,,No,No,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/gigabyte-b650-aorus-elite-ax,001a443e-f36b-1410-8bb4-003fe7c988bc,29
MSI B550 Gaming GEN3,Msi,B550 GAMING GEN37B86-050R,AM4,B550,Atx,,4,128 GB,No,2,0,4,1,2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"October 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/msi-b550-gaming-gen3,1376443e-f36b-1410-8bb5-003fe7c988bc,29
ASUS ROG Strix X670E-E Gaming WiFi,Asus,ROG STRIX X670E-E GAMING WIFISTRIX X670E-E GAMING WIFI90MB1BR0-M0AAY090MB1BR0-MVAAY0,AM5,X670,Atx,,4,192 GB,No,3,0,0,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- Audio Shielding- Savitech SV3H712 AMP- Gold-plated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,6E,3,1,1,,No,No,Yes,No,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$370,https://pangoly.com/en/product/asus-rog-strix-x670e-e-gaming-wifi,b4ef433e-f36b-1410-8bb4-003fe7c988bc,29
ASUS ROG Crosshair X670E Gene,Asus,ROG CROSSHAIR X670E GENECROSSHAIR X670E GENE90MB1B80-M0AAY0,AM5,X670,Atx,,2,64 GB,No,1,0,1,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,4,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- SupremeFX Shielding Technology- Savitech SV3H712 AMP- Gold-plated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,6E,2,1,1,,No,No,Yes,No,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$600,https://pangoly.com/en/product/asus-rog-crosshair-x670e-gene,bfef433e-f36b-1410-8bb4-003fe7c988bc,29
ASUS ROG Crosshair X670E Extreme,Asus,ROG CROSSHAIR X670E EXTREMECROSSHAIR X670E EXTREME90MB1B10-M0AAY0,AM5,X670,Atx,,4,192 GB,No,2,1,0,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4082- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- SupremeFX Shielding Technology- ESS SABRE9218PQ DAC/AMP- LED-illuminated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,6E,2,2,1,,No,No,Yes,No,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1000,https://pangoly.com/en/product/asus-rog-crosshair-x670e-extreme,ccef433e-f36b-1410-8bb4-003fe7c988bc,29
ASUS ROG Crosshair X670E Hero,Asus,ROG CROSSHAIR X670E HERO90MB1BC0-M0AAY090MB1BC0-MVAAY0,AM5,X670,Atx,,4,192 GB,No,2,0,1,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4082- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- SupremeFX Shielding Technology-ESS SABRE9218PQ DAC/AMP- Gold-plated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,6E,3,2,1,,No,No,Yes,No,"September 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1000,https://pangoly.com/en/product/asus-rog-crosshair-x670e-hero,9eef433e-f36b-1410-8bb4-003fe7c988bc,30
MSI PRO B550M-VC WiFi,Msi,,AM4,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,19,In Stock,$118,https://pangoly.com/en/product/msi-pro-b550m-vc-wifi,f675443e-f36b-1410-8bb5-003fe7c988bc,30
ASUS Prime B550M-A WiFi II,Asus,PRIME B550M-A WIFI II90MB19X0-M0AAY090MB19X0-M0EAY0,AM4,B550,Atx,,4,128 GB,No,1,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"July 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$97,https://pangoly.com/en/product/asus-prime-b550m-a-wifi-ii,0676443e-f36b-1410-8bb5-003fe7c988bc,30
Asus ROG Maximus Z690 Hero EVA,Asus,ROG MAXIMUS Z690 HERO EVA EDITIONMAXIMUS Z690 HERO EVAROG MAXIMUS Z690 HERO EVAMAXIMUS Z690 HERO EVA EDITION90MB1BX0-M0AAY0,LGA1700,Z690,Atx,,4,128 GB,No,3,0,0,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,1,,No,No,Yes,No,"June 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$650,https://pangoly.com/en/product/asus-rog-maximus-z690-hero-eva,df99433e-f36b-1410-8bb3-003fe7c988bc,30
NZXT N7 Z690 Black,,,,Z690,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$300,https://pangoly.com/en/product/nzxt-n7-z690-black,d099433e-f36b-1410-8bb3-003fe7c988bc,30
NZXT N5 Z690 Black,,,,Z690,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$122,https://pangoly.com/en/product/nzxt-n5-z690-black,f499433e-f36b-1410-8bb3-003fe7c988bc,30
NZXT N5 Z690 White,,,,Z690,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$240,https://pangoly.com/en/product/nzxt-n5-z690-white,ec99433e-f36b-1410-8bb3-003fe7c988bc,30
GIGABYTE Z690I AORUS Ultra Plus,Gigabyte,Z690I AORUS ULTRA PLUSZ690I AORUS ULTRA PLUS (rev. 1.0),LGA1700,Z690,Mini ITX,,2,64 GB,No,1,0,0,2,2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,,,Yes,6,0,1,0,,No,No,No,No,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$330,https://pangoly.com/en/product/gigabyte-z690i-aorus-ultra-plus,059a433e-f36b-1410-8bb3-003fe7c988bc,30
ASRock B450M PRO4 R2.0,Asrock,B450M PRO4 R2.0,AM4,B450,Atx,,4,128 GB,No,2,0,1,2,2242 / 2260 / 2280 - M Key2230 / 2242 / 2260 / 2280 - M Key,4,0,,7.1 CH HD Audio with Content ProtectionSupports Surge Protection,,No,,2,1,0,,No,Yes,Yes,No,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$80,https://pangoly.com/en/product/asrock-b450m-pro4-r2-0,b867087a-543a-4767-5127-08dbdc5af2af,30
ASUS PRIME H610I-PLUS D4-CSM,Asus,PRIME H610I-PLUS D4-CSM90MB1B20-M2AAYC,LGA1700,Realtek 1Gb Ethernet,Mini Itx,,2,64 GB,No,1,0,0,2,2260 / 2280 - M KeyE-key - E Key,4,0,,7.1 Channels,,No,,0,1,0,,No,No,No,No,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$113,https://pangoly.com/en/product/asus-prime-h610i-plus-d4-csm,339a433e-f36b-1410-8bb3-003fe7c988bc,30
