Name,Brand,Model,Cores,Threads,Base Clock,Turbo Clock,Socket,TDP,L3 Cache,Process,Integrated Graphics,Cooler Included,Seller,Seller_Product_URL,Availability,Price
Intel Core i9-12900K41st / 575,Intel,BX8071512900K,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,Intel UHD Graphics 770,No,Amazon.com,https://www.amazon.com/dp/B09FXDLX95?tag=pangoly0b-20,In Stock,298.05
Intel Core i9-12900K41st / 575,Intel,BX8071512900K,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,Intel UHD Graphics 770,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118339%26ignorebbr%3d1,In Stock,309.99
Intel Core i9-12900K41st / 575,Intel,BX8071512900K,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,Intel UHD Graphics 770,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1663644-REG/intel_bx8071512900k_core_i9_12900k_8_core_lga.html/BI/21936/KBID/28297,In Stock,309.99
Intel Core i9-12900K41st / 575,Intel,BX8071512900K,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,Intel UHD Graphics 770,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11013490&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i9-12900k-desktop-processor-16-8p-8e-cores-up-to-5-2-ghz-unlocked-lga1700-600-series-chipset-125w-grey-black-gold%2FJXZRJ5WVY6&intsrc=CATF_21610,Out of Stock,328.99
Intel Core i9-12900K41st / 575,Intel,BX8071512900K,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,Intel UHD Graphics 770,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIABT1J5S5804%26ignorebbr%3d1,Out of Stock,349.99
Intel Core i9-12900KF41st / 575,Intel,BX8071512900KF,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,,No,Amazon.com,https://www.amazon.com/dp/B09FWYK5M9?tag=pangoly0b-20,In Stock,279.99
Intel Core i9-12900KF41st / 575,Intel,BX8071512900KF,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118341%26ignorebbr%3d1,In Stock,279.99
Intel Core i9-12900KF41st / 575,Intel,BX8071512900KF,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1667038-REG/intel_bx8071512900kf_core_i9_12900kf_3_2_ghz.html/BI/21936/KBID/28297,In Stock,289.99
Intel Core i9-12900KF41st / 575,Intel,BX8071512900KF,16.0,24.0,3200.0,5200.0,LGA,125.0,30.0,10 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11070604&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i9-12900kf-desktop-processor-16-8p-8e-cores-up-to-5-2-ghz-unlocked-lga1700-600-series-chipset-125w%2FJXZRJ5WFH6&intsrc=CATF_21610,Out of Stock,411.98
Intel Core i9-12900KS37th / 575,Intel,BX8071512900KS,16.0,24.0,3400.0,5500.0,LGA1700,150.0,30.0,10 nm,Intel UHD Graphics 770,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIABT1KHY0040%26ignorebbr%3d1,In Stock,295.99
Intel Core i9-12900KS37th / 575,Intel,BX8071512900KS,16.0,24.0,3400.0,5500.0,LGA1700,150.0,30.0,10 nm,Intel UHD Graphics 770,No,Amazon.com,https://www.amazon.com/dp/B09RWL74GY?tag=pangoly0b-20,In Stock,307.0
Intel Core i9-12900KS37th / 575,Intel,BX8071512900KS,16.0,24.0,3400.0,5500.0,LGA1700,150.0,30.0,10 nm,Intel UHD Graphics 770,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10758861&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i9-12900ks-12th-generation-16-core-24-thread-2-5ghz-5-5ghz-turbo-socket-lga1700-unlocked-desktop-processor-grey-black-gold%2FJXZRJ5K48R&intsrc=CATF_21610,Out of Stock,510.13
Intel Core i9-1390021st / 575,Intel,BX8071513900,24.0,32.0,2000.0,5600.0,LGA1700,65.0,36.0,10 nm,Intel UHD Graphics 770,Yes,Amazon.com,https://www.amazon.com/dp/B0BQ69VJ1S?tag=pangoly0b-20,In Stock,499.95
Intel Core i9-1390021st / 575,Intel,BX8071513900,24.0,32.0,2000.0,5600.0,LGA1700,65.0,36.0,10 nm,Intel UHD Graphics 770,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA0ZXJS37870%26ignorebbr%3d1,In Stock,530.3
Intel Core i9-1390021st / 575,Intel,BX8071513900,24.0,32.0,2000.0,5600.0,LGA1700,65.0,36.0,10 nm,Intel UHD Graphics 770,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10202055&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i9-13900-13th-gen-24-core-8-p-cores-16-e-cores-36mb-cache-2-0-to-5-6ghz-desktop-processor-grey-black-gold%2FJXZRJ5ZZ2R&intsrc=CATF_21610,In Stock,554.64
Intel Core i9-1390021st / 575,Intel,BX8071513900,24.0,32.0,2000.0,5600.0,LGA1700,65.0,36.0,10 nm,Intel UHD Graphics 770,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118425%26ignorebbr%3d1,Out of Stock,589.99
Intel Core i9-13900F21st / 575,Intel,BX8071513900F,24.0,32.0,5.6,5600.0,LGA1700,65.0,36.0,10 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0BN5ZTG66?tag=pangoly0b-20,In Stock,486.33
Intel Core i9-13900F21st / 575,Intel,BX8071513900F,24.0,32.0,5.6,5600.0,LGA1700,65.0,36.0,10 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1735130-REG/intel_bx8071513900f_core_i9_13900f_2_ghz.html/BI/21936/KBID/28297,In Stock,549.99
Intel Core i9-13900F21st / 575,Intel,BX8071513900F,24.0,32.0,5.6,5600.0,LGA1700,65.0,36.0,10 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS5731%26ignorebbr%3d1,In Stock,573.49
Intel Core i9-13900K18th / 575,Intel,BX8071513900K,24.0,32.0,3.0,5800.0,LGA1700,125.0,36.0,10 nm,Intel UHD Graphics 770,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFP0228%26ignorebbr%3d1,In Stock,542.4
Intel Core i9-13900K18th / 575,Intel,BX8071513900K,24.0,32.0,3.0,5800.0,LGA1700,125.0,36.0,10 nm,Intel UHD Graphics 770,No,Amazon.com,https://www.amazon.com/dp/B0BCF54SR1?tag=pangoly0b-20,Out of Stock,567.07
Intel Core i9-13900KF18th / 575,Intel,BX8071513900KF,24.0,32.0,3.0,5.7,LGA1700,125.0,36.0,10 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFP3559%26ignorebbr%3d1,In Stock,547.07
Intel Core i9-13900KF18th / 575,Intel,BX8071513900KF,24.0,32.0,3.0,5.7,LGA1700,125.0,36.0,10 nm,,No,Amazon.com,https://www.amazon.com/dp/B0BCFM3CJ4?tag=pangoly0b-20,In Stock,550.0
Intel Core i9-13900KS11th / 575,Intel,BX8071513900KS,24.0,32.0,3000.0,6000.0,LGA1700,150.0,36.0,10 nm,Intel UHD Graphics 770,No,Amazon.com,https://www.amazon.com/dp/B0BPXCRWB2?tag=pangoly0b-20,In Stock,590.0
