Name,Brand,GPU Brand,GPU Series,GPU Chipset,Model,Memory Size,Memory Type,Base Clock,Boost Clock,TDP,Interface,Length,Cooling Type,Power Connectors,SLI Support,CrossFire Support,DisplayPort,HDMI,G-SYNC Support,FreeSync Support,Expansion Slots,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
MSI GeForce RTX 3050 LP 6G OC53rd / 101,Msi,NVIDIA,,GeForce RTX 3050 6GB,RTX 3050 LP 6G OCGeForce RTX 3050 LP 6G OCV812-023R,6 GB,GDDR6,1040 MHz,1492 MHz,70 W,PCIe x16,174 mm,2 Fans,None,No,No,1,2,Yes,No,2,"February 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,In Stock,$200,https://pangoly.com/en/product/msi-geforce-rtx-3050-lp-6g-oc,95cdb39e-0b56-4beb-26e5-08dd30aa018b,27
MSI GeForce RTX 3050 VENTUS 2X 6G OC53rd / 101,Msi,NVIDIA,,GeForce RTX 3050 6GB,RTX 3050 VENTUS 2X 6G OCGeForce RTX 3050 VENTUS 2X 6G OCV812-015R912-V812-015,6 GB,GDDR6,1040 MHz,1492 MHz,70 W,PCIe x16,189 mm,2 Fans,None,No,No,1,2,Yes,No,2,"February 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,14,In Stock,$180,https://pangoly.com/en/product/msi-geforce-rtx-3050-ventus-2x-6g-oc,a35ac137-b503-447d-b38c-08dc5ee35005,27
ASUS Dual GeForce RTX 3050 6GB OC Edition Gaming53rd / 101,Asus,NVIDIA,,,,,,,,,,,,,,,,,,,,,$96,5/5,12,In Stock,$200,https://pangoly.com/en/product/asus-dual-geforce-rtx-3050-6gb-oc-edition-gaming,de200df1-f5ea-4099-26e4-08dd30aa018b,27
Gigabyte GeForce RTX 4060 Eagle OC ICE 8G48th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060,GV-N4060EAGLEOC ICE-8GD,8 GB,GDDR6,1830 MHz,2505 MHz,115 W,PCIe x16,272 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"February 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$310,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-eagle-oc-ice-8g,5aa5a23a-546c-4284-fdb5-08dc8545b415,27
MSI GeForce RTX 4080 SUPER 16G EXPERT4th / 101,Msi,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G EXPERTGeForce RTX 4080 SUPER 16G EXPERT,16 GB,GDDR6X,2210 MHz,2625 MHz,320 W,PCIe x16,312 mm,2 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,62,In Stock,$1525,https://pangoly.com/en/product/msi-geforce-rtx-4080-super-16g-expert,fbc600c1-ae4e-47ec-eb34-08dc6e0056b1,27
ASUS ROG Strix GeForce RTX 4080 SUPER4th / 101,Asus,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,rog-strix-rtx4080s-16g-gaming90YV0KB1-M0NA0090YV0KB1-M0AA0090YV0KB1-MVAA00,16 GB,GDDR6X,2210 MHz,2580 MHz,320 W,PCIe x16,358 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1199,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4080-super,2de6423e-f36b-1410-8bcc-003fe7c988bc,27
ASUS ROG Strix GeForce RTX 4080 SUPER OC Edition4th / 101,Asus,NVIDIA,RTX 4080,,,,,,,,,,,,,,,,,,,,$96,5/5,7,In Stock,$1250,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4080-super-oc-edition,cde5423e-f36b-1410-8bcc-003fe7c988bc,27
ASUS ROG Strix GeForce RTX 4080 SUPER White OC ...4th / 101,Asus,NVIDIA,RTX 4080,,,,,,,,,,,,,,,,,,,,$96,5/5,3,In Stock,$1300,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4080-super-white-oc-edition,efe5423e-f36b-1410-8bcc-003fe7c988bc,27
GIGABYTE GeForce RTX 4080 SUPER WINDFORCE V2 16G4th / 101,Gigabyte,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,GV-N408SWF3V2-16GD,16 GB,GDDR6X,2210 MHz,2550 MHz,320 W,PCIe x16,330 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,In Stock,$1598,https://pangoly.com/en/product/gigabyte-geforce-rtx-4080-super-windforce-v2-16g,d2e5423e-f36b-1410-8bcc-003fe7c988bc,27
ZOTAC GeForce RTX 4080 SUPER Trinity Black Edition4th / 101,Zotac,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,ZT-D40820D-10P,16 GB,GDDR6X,2210 MHz,2550 MHz,320 W,PCIe x16,307 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1599,https://pangoly.com/en/product/zotac-geforce-rtx-4080-super-trinity-black-edition,0fe6423e-f36b-1410-8bcc-003fe7c988bc,27
ASUS TUF Gaming GeForce RTX 4080 Super OC Edition4th / 101,Asus,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,tuf-rtx4080s-o16g-gaming90YV0KA0-M0NA0090YV0KA0-M0AA00,16 GB,GDDR6X,2210 MHz,2640 MHz,320 W,PCIe x16,348 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$1720,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4080-super-oc-edition,c641b339-c635-4529-4a4d-08dc1ce116c1,27
ZOTAC GeForce RTX 4080 SUPER AMP Extreme AIRO4th / 101,Zotac,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,ZT-D40820B-10P,16 GB,GDDR6X,2210 MHz,2610 MHz,320 W,PCIe x16,355.5 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1950,https://pangoly.com/en/product/zotac-geforce-rtx-4080-super-amp-extreme-airo,62e6423e-f36b-1410-8bcc-003fe7c988bc,28
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,Msi,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16 GB,GDDR6X,2210 MHz,2595 MHz,320 W,PCIe x16,322 mm,3 Fans,1 PCIe 16-pin,No,No,2,2,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$958,https://pangoly.com/en/product/msi-geforce-rtx-4080-super-16g-ventus-3x-oc,dbe5423e-f36b-1410-8bcc-003fe7c988bc,28
PNY GeForce RTX 4080 SUPER 16GB VERTO Overclock...4th / 101,Pny,NVIDIA,RTX 4080,,,,,,,,,,,,,,,,,,,,$96,5/5,1,Out of Stock,$990,https://pangoly.com/en/product/pny-geforce-rtx-4080-super-16gb-verto-overclocked-triple-fan,4ae6423e-f36b-1410-8bcc-003fe7c988bc,28
ASUS TUF Gaming GeForce RTX 4080 SUPER4th / 101,Asus,NVIDIA,RTX 4080,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$1000,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4080-super,c7e5423e-f36b-1410-8bcc-003fe7c988bc,28
Gigabyte GeForce RTX 4080 SUPER WINDFORCE 16G4th / 101,Gigabyte,NVIDIA,RTX 4080,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$1000,https://pangoly.com/en/product/gigabyte-geforce-rtx-4080-super-windforce-16g,3be6423e-f36b-1410-8bcc-003fe7c988bc,28
NVIDIA GeForce RTX 4080 SUPER Founders Edition4th / 101,,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,900-1G136-2555-000,16 GB,GDDR6,2210 MHz,2550 MHz,320 W,PCIe x16,310 mm,2 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1000,https://pangoly.com/en/product/nvidia-geforce-rtx-4080-super-founders-edition,16e6423e-f36b-1410-8bcc-003fe7c988bc,28
PNY GeForce RTX 4080 SUPER 16GB XLR8 Gaming VER...4th / 101,Pny,NVIDIA,RTX 4080,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$1020,https://pangoly.com/en/product/pny-geforce-rtx-4080-super-16gb-xlr8-gaming-verto-epic-x-rgb-overclocked,6ce6423e-f36b-1410-8bcc-003fe7c988bc,28
Gigabyte GeForce RTX 4080 SUPER AERO OC 16G4th / 101,Gigabyte,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,GV-N408SAERO OC-16GD,16 GB,GDDR6X,2210 MHz,2595 MHz,320 W,PCIe x16,342 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$1035,https://pangoly.com/en/product/gigabyte-geforce-rtx-4080-super-aero-oc-16g,04e6423e-f36b-1410-8bcc-003fe7c988bc,28
Gigabyte GeForce RTX 4080 SUPER GAMING OC 16G4th / 101,Gigabyte,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,GV-N408SGAMING OC-16GD,16 GB,GDDR6X,2210 MHz,2595 MHz,320 W,PCIe x16,342 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1070,https://pangoly.com/en/product/gigabyte-geforce-rtx-4080-super-gaming-oc-16g,0ce6423e-f36b-1410-8bcc-003fe7c988bc,28
ZOTAC GeForce RTX 4080 SUPER Trinity OC White E...4th / 101,Zotac,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,ZT-D40820Q-10P,16 GB,GDDR6X,2210 MHz,2565 MHz,320 W,PCIe x16,307 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1070,https://pangoly.com/en/product/zotac-geforce-rtx-4080-super-trinity-oc-white-edition,e2e5423e-f36b-1410-8bcc-003fe7c988bc,28
MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM4th / 101,Msi,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G GAMING X SLIMGeForce RTX 4080 SUPER 16G GAMING X SLIM,16 GB,GDDR6X,2210 MHz,2625 MHz,320 W,PCIe x16,322 mm,3 Fans,1 PCIe 16-pin,No,No,2,2,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1100,https://pangoly.com/en/product/msi-geforce-rtx-4080-super-16g-gaming-x-slim,bfe5423e-f36b-1410-8bcc-003fe7c988bc,28
Asus ProArt GeForce RTX 4080 SUPER4th / 101,Asus,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,proart-rtx4080s-16g90YV0K91-M0NB00,16 GB,GDDR6X,2210 MHz,2580 MHz,320 W,PCIe x16,300 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1100,https://pangoly.com/en/product/asus-proart-geforce-rtx-4080-super,23e6423e-f36b-1410-8bcc-003fe7c988bc,28
MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM WHITE4th / 101,Msi,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G GAMING X SLIM WHITEGeForce RTX 4080 SUPER 16G GAMING X SLIM WHITE,16 GB,GDDR6X,2210 MHz,2625 MHz,320 W,PCIe x16,322 mm,3 Fans,1 PCIe 16-pin,No,No,2,2,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1100,https://pangoly.com/en/product/msi-geforce-rtx-4080-super-16g-gaming-x-slim-white,e9e5423e-f36b-1410-8bcc-003fe7c988bc,29
ASUS ProArt GeForce RTX 4080 SUPER OC Edition4th / 101,Asus,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,proart-rtx4080s-o16g90YV0K90-M0NA0090YV0K90-M0AA00,16 GB,GDDR6X,2210 MHz,2640 MHz,320 W,PCIe x16,300 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$1119,https://pangoly.com/en/product/asus-proart-geforce-rtx-4080-super-oc-edition,f8e5423e-f36b-1410-8bcc-003fe7c988bc,29
Gigabyte AORUS GeForce RTX 4080 SUPER MASTER 16G4th / 101,Gigabyte,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,GV-N408SAORUS M-16GD,16 GB,GDDR6X,2210 MHz,2625 MHz,320 W,PCIe x16,357 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1200,https://pangoly.com/en/product/gigabyte-aorus-geforce-rtx-4080-super-master-16g,1de6423e-f36b-1410-8bcc-003fe7c988bc,29
MSI GeForce RTX 4080 SUPER 16G SUPRIM X4th / 101,Msi,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G SUPRIM XGeForce RTX 4080 SUPER 16G SUPRIM XG4080S16SXV511-248R,16 GB,GDDR6X,2210 MHz,2655 MHz,320 W,PCIe x16,336 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,Out of Stock,$1200,https://pangoly.com/en/product/msi-geforce-rtx-4080-super-16g-suprim-x,53e6423e-f36b-1410-8bcc-003fe7c988bc,29
Asus ROG Strix GeForce RTX 4080 SUPER White Edi...4th / 101,Asus,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,rog-strix-rtx4080s-16g-white90YV0KB3-M0AA00,16 GB,GDDR6X,2210 MHz,2580 MHz,320 W,PCIe x16,358 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1250,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4080-super-white-edition,42e6423e-f36b-1410-8bcc-003fe7c988bc,29
Palit GeForce RTX 4080 SUPER GamingPro4th / 101,Palit,NVIDIA,RTX 4080,GeForce RTX 4080 SUPER,NED408S019T2-1032A,16 GB,GDDR6X,2210 MHz,2550 MHz,320 W,PCIe x16,329 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/palit-geforce-rtx-4080-super-gamingpro,bfe6423e-f36b-1410-8bcc-003fe7c988bc,29
GIGABYTE GeForce RTX 4070 Ti SUPER EAGLE OC ICE...9th / 101,Gigabyte,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,GV-N407TSEAGLEOC ICE-16GD,16 GB,GDDR6X,2310 MHz,2640 MHz,285 W,PCIe x16,261 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$840,https://pangoly.com/en/product/gigabyte-geforce-rtx-4070-ti-super-eagle-oc-ice-16g,ca8cc70b-a4a5-4b2d-fdb2-08dc8545b415,29
Gigabyte GeForce RTX 3050 OC Low Profile 6G53rd / 101,Gigabyte,NVIDIA,,GeForce RTX 3050 6GB,GV-N3050OC-6GL,6 GB,GDDR6,1040 MHz,1477 MHz,70 W,PCIe x16,181 mm,2 Fans,None,No,No,2,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$258,https://pangoly.com/en/product/gigabyte-geforce-rtx-3050-oc-low-profile-6g,7a13b374-ad4a-4d79-26e3-08dd30aa018b,29
GIGABYTE Radeon RX 7600 XT GAMING OC 16G41st / 101,Gigabyte,AMD,RX 7600,Radeon RX 7600 XT,GV-R76XTGAMING OC-16GD,16 GB,GDDR6,1720 MHz,2810 MHz,190 W,PCIe x16,281 mm,3 Fans,2 PCIe 8-pin,No,No,2,2,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$419,https://pangoly.com/en/product/gigabyte-radeon-rx-7600-xt-gaming-oc-16g,76e5423e-f36b-1410-8bcc-003fe7c988bc,29
Sapphire Radeon RX 7600 XT PULSE41st / 101,Sapphire,AMD,RX 7600,Radeon RX 7600 XT,11339-04-20G,16 GB,GDDR6,1720 MHz,2810 MHz,190 W,PCIe x16,250 mm,2 Fans,2 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$457,https://pangoly.com/en/product/sapphire-radeon-rx-7600-xt-pulse,88e5423e-f36b-1410-8bcc-003fe7c988bc,29
ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti Supe...9th / 101,Asus,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,tuf-rtx4070tis-o16g-gaming,16 GB,GDDR6X,2340 MHz,2670 MHz,285 W,PCIe x16,305 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,In Stock,$850,https://pangoly.com/en/product/asus-tuf-gaming-nvidia-geforce-rtx-4070-ti-super-oc-edition,375a0dbc-d167-45ba-4a33-08dc1ce116c1,29
Asus ProArt GeForce RTX 4070 Ti SUPER OC Edition9th / 101,Asus,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,proart-rtx4070tis-o16g,16 GB,GDDR6X,2340 MHz,2670 MHz,285 W,PCIe x16,300 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$855,https://pangoly.com/en/product/asus-proart-geforce-rtx-4070-ti-super-oc-edition,65e4423e-f36b-1410-8bcc-003fe7c988bc,29
ASUS ROG Strix GeForce RTX 4070 Ti SUPER9th / 101,Asus,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,rog-strix-rtx4070tis-16g-gaming90YV0KG1-MVAA00,16 GB,GDDR6X,2340 MHz,2640 MHz,285 W,PCIe x16,336 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$930,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4070-ti-super,85e4423e-f36b-1410-8bcc-003fe7c988bc,30
ASUS ROG Strix GeForce RTX 4070 Ti Super OC Edi...9th / 101,Asus,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,rog-strix-rtx4070tis-o16g-gaming90YV0KG0-M0AA00,16 GB,GDDR6X,2340 MHz,2700 MHz,285 W,PCIe x16,336 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$950,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4070-ti-super-oc-edition,705243c7-bad3-4f9d-4a32-08dc1ce116c1,30
MSI GeForce RTX 4070 Ti SUPER 16G VENTUS 2X WHI...9th / 101,Msi,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,RTX 4070 Ti SUPER 16G VENTUS 2X WHITE OCGeForce RTX 4070 Ti SUPER 16G VENTUS 2X WHITE OC,16 GB,GDDR6X,2340 MHz,2655 MHz,285 W,PCIe x16,242 mm,2 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$1280,https://pangoly.com/en/product/msi-geforce-rtx-4070-ti-super-16g-ventus-2x-white-oc,91e4423e-f36b-1410-8bcc-003fe7c988bc,30
Gigabyte GeForce RTX 4070 Ti SUPER GAMING OC9th / 101,Gigabyte,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,GV-N407TSGAMING OC-16GD,16 GB,GDDR6X,2340 MHz,2655 MHz,285 W,PCIe x16,300 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$1480,https://pangoly.com/en/product/gigabyte-geforce-rtx-4070-ti-super-gaming-oc,6be4423e-f36b-1410-8bcc-003fe7c988bc,30
XFX Speedster SWFT210 Radeon RX 7600 XT CORE41st / 101,Xfx,AMD,RX 7600,Radeon RX 7600 XT,RX-76TSWFTFP,16 GB,GDDR6,1720 MHz,2755 MHz,190 W,PCIe x16,302 mm,2 Fans,2 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$310,https://pangoly.com/en/product/xfx-speedster-swft210-radeon-rx-7600-xt-core,5af7e2ec-8b05-4fc0-4a39-08dc1ce116c1,30
XFX SPEEDSTER QICK 309 Radeon RX 7600 XT41st / 101,Xfx,AMD,RX 7600,Radeon RX 7600 XT,RX-76TQICKBP,16 GB,GDDR6,1720 MHz,2810 MHz,190 W,PCIe x16,302 mm,3 Fans,2 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$320,https://pangoly.com/en/product/xfx-speedster-qick-309-radeon-rx-7600-xt,9ae5423e-f36b-1410-8bcc-003fe7c988bc,30
ASUS Dual Radeon RX 7600 XT OC Edition41st / 101,Asus,AMD,RX 7600,Radeon RX 7600 XT,dual-rx7600xt-o16g90YV0K21-M0AA00,16 GB,GDDR6,1720 MHz,2801 MHz,190 W,PCIe x16,227 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$330,https://pangoly.com/en/product/asus-dual-radeon-rx-7600-xt-oc-edition,74f640b3-7fda-4680-4a37-08dc1ce116c1,30
PowerColor Radeon RX 7600 XT Fighter41st / 101,Powercolor,AMD,RX 7600,Radeon RX 7600 XT,RX 7600 XT 16G-F,16 GB,GDDR6,1720 MHz,2755 MHz,190 W,PCIe x16,217 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$330,https://pangoly.com/en/product/powercolor-radeon-rx-7600-xt-fighter,7ce5423e-f36b-1410-8bcc-003fe7c988bc,30
ASRock Radeon RX 7600 XT Steel Legend 16GB OC41st / 101,,AMD,RX 7600,Radeon RX 7600 XT,RX7600XT SL 16GO,16 GB,GDDR6,1720 MHz,2810 MHz,190 W,PCIe x16,304 mm,3 Fans,2 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$350,https://pangoly.com/en/product/asrock-radeon-rx-7600-xt-steel-legend-16gb-oc,63e5423e-f36b-1410-8bcc-003fe7c988bc,30
ASUS TUF Gaming Radeon RX 7600 XT OC Edition41st / 101,Asus,AMD,RX 7600,Radeon RX 7600 XT,tuf-rx7600xt-o16g-gaming90YV0K20-M0AA00,16 GB,GDDR6,1720 MHz,2830 MHz,190 W,PCIe x16,300 mm,3 Fans,2 PCIe 8-pin,No,No,3,1,No,Yes,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$380,https://pangoly.com/en/product/asus-tuf-gaming-radeon-rx-7600-xt-oc-edition,2fad438b-6fa4-4bc8-4a38-08dc1ce116c1,30
ZOTAC GeForce RTX 4070 Ti Super Trinity Black E...9th / 101,Zotac,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,ZT-D40730D-10P,16 GB,GDDR6X,2340 MHz,2610 MHz,285 W,PCIe x16,307 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$800,https://pangoly.com/en/product/zotac-geforce-rtx-4070-ti-super-trinity-black-edition,3c0f6a76-7c4f-4ff8-4a34-08dc1ce116c1,30
ASUS TUF Gaming GeForce RTX 4070 Ti Super9th / 101,Asus,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,tuf-rtx4070tis-16g-gaming,16 GB,GDDR6X,2340 MHz,2640 MHz,285 W,PCIe x16,305 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$800,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4070-ti-super,028b457b-c014-4c52-4a31-08dc1ce116c1,30
Gigabyte GeForce RTX 4070 Ti SUPER Windforce OC9th / 101,Gigabyte,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,GV-N407TSWF3OC-16GD,16 GB,GDDR6X,2340 MHz,2625 MHz,285 W,PCIe x16,261 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$800,https://pangoly.com/en/product/gigabyte-geforce-rtx-4070-ti-super-windforce-oc,13e4423e-f36b-1410-8bcc-003fe7c988bc,31
PNY GeForce RTX 4070 Ti Super 16GB Verto Overcl...9th / 101,Pny,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,VCG4070TS16TFXPB1-O,16 GB,GDDR6X,2340 MHz,2625 MHz,285 W,PCIe x16,305 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,3,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$800,https://pangoly.com/en/product/pny-geforce-rtx-4070-ti-super-16gb-verto-overclocked-triple-fan,c71846a8-9d6e-483d-4a36-08dc1ce116c1,31
MSI GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC9th / 101,Msi,NVIDIA,RTX 4070,,,,,,,,,,,,,,,,,,,,$96,5/5,2,Out of Stock,$800,https://pangoly.com/en/product/msi-geforce-rtx-4070-ti-super-16g-ventus-2x-oc,71e4423e-f36b-1410-8bcc-003fe7c988bc,31
ZOTAC GeForce RTX 4070 Ti SUPER AMP HOLO9th / 101,Zotac,NVIDIA,RTX 4070,GeForce RTX 4070 Ti SUPER,ZT-D40730F-10P,16 GB,GDDR6X,2340 MHz,2640 MHz,285 W,PCIe x16,356 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$820,https://pangoly.com/en/product/zotac-geforce-rtx-4070-ti-super-amp-holo,ac82d7de-e5ae-4a87-4a35-08dc1ce116c1,31
