Name,Brand,Model,Type,Size,Kit Configuration,Speed,CAS Latency,Timing,First Word Latency,Voltage,Heat Spreader,ECC Support,Color,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
Kingston Fury Renegade Pro 16GB DDR5 5600 Expo ...,Kingston,,DDR5,16GB,,,28,,,,,,,,$139,5/5,0,In Stock,$236,https://pangoly.com/en/product/kingston-fury-renegade-pro-16gb-ddr5-5600-expo-ecc-reg,ee59368a-3034-4394-fdae-08dc8545b415,13
Kingston Fury Renegade Pro DDR5 32GB 6400 ECC Reg,Kingston,,DDR5,32GB,,,32,,,,,,,,$423,5/5,0,In Stock,$263,https://pangoly.com/en/product/kingston-fury-renegade-pro-ddr5-32gb-6400-ecc-reg,7359c073-13ff-4216-fda6-08dc8545b415,13
Kingston FURY Renegade Pro 32GB DDR5 6000 ECC Reg,Kingston,,DDR5,32GB,,,32,,,,,,,,$263,5/5,0,Out of Stock,$324,https://pangoly.com/en/product/kingston-fury-renegade-pro-32gb-ddr5-6000-ecc-reg,5dfff3fb-0f58-44bc-fd9a-08dc8545b415,13
Kingston Fury Renegade Pro 64GB (4 x 16GB) DDR5...,Kingston,,DDR5,64GB,,,28,,,,,,,,$466,5/5,0,In Stock,$645,https://pangoly.com/en/product/kingston-fury-renegade-pro-64gb-4-x-16gb-ddr5-5600-ecc-reg,bd038bba-fe9a-44ef-fd8c-08dc8545b415,13
Kingston Fury Renegade Pro 64GB (4 x 16GB) DDR5...,Kingston,,DDR5,64GB,,,32,,,,,,,,$466,5/5,5,In Stock,$675,https://pangoly.com/en/product/kingston-fury-renegade-pro-64gb-4-x-16gb-ddr5-6400-ecc-reg,46534524-a93c-476a-fdac-08dc8545b415,14
Kingston Fury Renegade Pro 64GB (4 x 16GB) DDR5...,Kingston,,DDR5,64GB,,,34,,,,,,,,$466,5/5,5,In Stock,$695,https://pangoly.com/en/product/kingston-fury-renegade-pro-64gb-4-x-16gb-ddr5-6800-ecc-reg,f3d2c37c-c51b-45b9-fda8-08dc8545b415,14
Kingston Fury Renegade Pro 128GB (4 x 32GB) DDR...,Kingston,,DDR5,128GB,,,32,,,,,,,,$1005,5/5,0,In Stock,$920,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-4-x-32gb-ddr5-6000-ecc-reg,99879a9e-aafc-4ea1-fd9d-08dc8545b415,14
Kingston Fury Renegade Pro 128GB (4 x 32GB) DDR...,Kingston,,DDR5,128GB,,,32,,,,,,,,$1096,5/5,5,In Stock,$1005,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-4-x-32gb-ddr5-6400-ecc-reg,ef80e258-13ca-4e48-fd8f-08dc8545b415,14
Kingston Fury Renegade Pro 128GB (8 x 16GB) DDR...,Kingston,,DDR5,128GB,,,32,,,,,,,,$1094,5/5,0,In Stock,$1245,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-8-x-16gb-ddr5-6400-ecc-reg,75438342-79b8-4899-fda2-08dc8545b415,14
Kingston Fury Renegade Pro 256GB (8 x 32GB) DDR...,Kingston,,DDR5,256GB,,,32,,,,,,,,$1895,5/5,0,In Stock,$1886,https://pangoly.com/en/product/kingston-fury-renegade-pro-256gb-8-x-32gb-ddr5-6000-ecc-reg,6374b24e-6514-4856-fd9c-08dc8545b415,14
Kingston Fury Renegade Pro DDR5 16GB 6800 ECC Reg,Kingston,,DDR5,16GB,,,34,,,,,,,,$146,5/5,0,Out of Stock,$234,https://pangoly.com/en/product/kingston-fury-renegade-pro-ddr5-16gb-6800-ecc-reg,6e871fb7-850e-4f79-fdab-08dc8545b415,14
Kingston Fury Renegade Pro 128GB (4 x 32GB) DDR...,Kingston,,DDR5,128GB,,,32,,,,,,,,$920,5/5,5,Out of Stock,$852,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-4-x-32gb-ddr5-6000-expo-ecc-reg,1078f12c-69dd-4730-fd88-08dc8545b415,14
Kingston 64GB ECC Registered DDR5 4800,Kingston,KTD-PE548D4-64G,DDR5,64GB,,DDR5-4800 MHz,40,40-40-40,16.67 ns,1.1 V,No,Yes,,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$470,5/5,0,In Stock,$371,https://pangoly.com/en/product/kingston-64gb-ecc-registered-ddr5-4800,ec81ce50-9347-4512-ec02-08dbf1a4aa62,14
Kingston Fury Renegade White RGB 16GB DDR5 8000,Kingston,,DDR5,16GB,,,38,,,,,,,,$246,5/5,0,In Stock,$130,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-16gb-ddr5-8000,b651362e-26cf-4664-b328-08dc5ee35005,14
PNY XLR8 MAKO Epic-X RGB 32GB (2x16GB) DDR5 600...,,,DDR5,32GB,2x16gb,DDR6000 MHz,40,,,,,,,,$115,5/5,0,In Stock,$170,https://pangoly.com/en/product/pny-xlr8-mako-epic-x-rgb-32gb-2x16gb-ddr5-6000mhz,92a589f3-be81-45a8-7d06-08dc7a8f254c,14
Kingston Fury Renegade RGB 32GB (2 x 16GB) DDR5...,Kingston,,DDR5,32GB,,,38,,,,,,,,$138,5/5,36,In Stock,$217,https://pangoly.com/en/product/kingston-fury-renegade-rgb-32gb-2-x-16gb-ddr5-7600-white,a7ebc7df-45b8-4cd2-1f77-08dcf5001470,14
Kingston Fury Renegade White RGB 32GB (2x16GB) ...,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$173,5/5,22,In Stock,$230,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-32gb-2x16gb-ddr5-8000,83c6dc4d-236e-43f4-b32c-08dc5ee35005,15
Kingston Fury Renegade RGB 32GB (2 x 16GB) DDR5...,Kingston,,DDR5,32GB,,,38,,,,,,,,$138,5/5,36,In Stock,$230,https://pangoly.com/en/product/kingston-fury-renegade-rgb-32gb-2-x-16gb-ddr5-7600,06761fed-b913-4ab8-1f7a-08dcf5001470,15
Kingston Fury Renegade White 16GB DDR5 7600,Kingston,KF576C38RW-16,DDR5,16GB,,DDR5-7600 MHz,38,,10 ns,1.45 V,Yes,No,,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$79,5/5,0,In Stock,$234,https://pangoly.com/en/product/kingston-fury-renegade-white-16gb-ddr5-7600,7890de1c-3280-4b40-b338-08dc5ee35005,15
Kingston Fury Renegade 16GB DDR5 7600,Kingston,,DDR5,16GB,,,38,,,,,,,,$79,5/5,0,In Stock,$234,https://pangoly.com/en/product/kingston-fury-renegade-16gb-ddr5-7600,8ac408b1-6481-47cd-b337-08dc5ee35005,15
Kingston Fury Renegade RGB 16GB DDR5 8000,Kingston,,DDR5,16GB,,,38,,,,,,,,$130,5/5,0,In Stock,$246,https://pangoly.com/en/product/kingston-fury-renegade-rgb-16gb-ddr5-8000,e04afa2d-c316-470b-b327-08dc5ee35005,15
Kingston Fury Renegade 16GB DDR5 8000,Kingston,,DDR5,16GB,,,38,,,,,,,,$130,5/5,0,In Stock,$269,https://pangoly.com/en/product/kingston-fury-renegade-16gb-ddr5-8000,7c4f5537-ae15-480a-b339-08dc5ee35005,15
Kingston Fury Renegade White 16GB DDR5 8000,Kingston,,DDR5,16GB,,,38,,,,,,,,$130,5/5,0,In Stock,$269,https://pangoly.com/en/product/kingston-fury-renegade-white-16gb-ddr5-8000,36355dc7-367f-45f3-b33a-08dc5ee35005,15
Kingston Fury Renegade 32GB (2x16GB) DDR5 7600 ...,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$138,5/5,0,In Stock,$293,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr5-7600-kf576c38rwk2-32,860a18c8-2f43-4c65-b345-08dc5ee35005,15
Kingston Fury Renegade 32GB DDR5 6400,Kingston,,DDR5,32GB,,,32,,,,,,,,$143,5/5,23,In Stock,$329,https://pangoly.com/en/product/kingston-fury-renegade-32gb-ddr5-6400,c13ccebe-53d4-49e7-b33f-08dc5ee35005,15
Kingston Fury Renegade RGB 64GB (2x32GB) DDR5 6400,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,22,In Stock,$345,https://pangoly.com/en/product/kingston-fury-renegade-rgb-64gb-2x32gb-ddr5-6400,305cc3ff-0d42-4679-b330-08dc5ee35005,15
Kingston Fury Renegade 32GB (2x16GB) DDR5 7600,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$138,5/5,0,In Stock,$432,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr5-7600,60b843d8-0cc2-4dd1-b344-08dc5ee35005,15
Kingston Fury Renegade 32GB (2x16GB) DDR5 8000 ...,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$173,5/5,22,In Stock,$510,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr5-8000-kf580c38rwk2-32,ca5e73d2-63e1-49a5-b347-08dc5ee35005,15
Kingston Fury Renegade RGB XMP 32GB (2x16GB) DD...,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$173,5/5,23,In Stock,$534,https://pangoly.com/en/product/kingston-fury-renegade-rgb-xmp-32gb-2x16gb-ddr5-8000,529cc073-e23b-4081-b32b-08dc5ee35005,16
Kingston Fury Renegade White 64GB (2x32GB) DDR5...,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,0,In Stock,$631,https://pangoly.com/en/product/kingston-fury-renegade-white-64gb-2x32gb-ddr5-6400,57623f53-8000-4032-b34f-08dc5ee35005,16
Kingston Fury Renegade 32GB (2x16GB) DDR5 8000,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$173,5/5,22,In Stock,$646,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr5-8000,fff9c560-af8e-4381-b346-08dc5ee35005,16
Kingston Fury Renegade White RGB 64GB (2x32GB) ...,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,23,In Stock,$655,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-64gb-2x32gb-ddr5-6400,11f4520f-d9d6-4734-b331-08dc5ee35005,16
Kingston Fury Renegade RGB 16GB DDR5 7600,Kingston,,DDR5,16GB,,,38,,,,,,,,$79,5/5,0,Out of Stock,$126,https://pangoly.com/en/product/kingston-fury-renegade-rgb-16gb-ddr5-7600,8ec94f36-310d-49bb-b325-08dc5ee35005,16
Kingston Fury Renegade White RGB 16GB DDR5 7600,Kingston,,DDR5,16GB,,,38,,,,,,,,$79,5/5,0,Out of Stock,$127,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-16gb-ddr5-7600,d29b6788-93ff-4192-b326-08dc5ee35005,16
Kingston Fury Renegade 64GB (2x32GB) DDR5 6400,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,0,Out of Stock,$439,https://pangoly.com/en/product/kingston-fury-renegade-64gb-2x32gb-ddr5-6400,ab7928a2-823a-4c11-b34e-08dc5ee35005,16
Kingston Fury Renegade 32GB (2x16GB) DDR4 3600,Kingston,KF436C16RB12K2/32,DDR4,32GB,2x16gb,DDR4-3600 MHz,16,,8.88 ns,1.35 V,Yes,No,Black,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$149,5/5,0,In Stock,$230,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr4-3600,7c0754d2-61a5-44a5-c506-08dd6ba34a3d,16
PNY XLR8 MAKO Epic-X RGB 32GB (2x16GB) DDR5 640...,,,DDR5,32GB,2x16gb,DDR6400 MHz,40,,,,,,,,$119,5/5,0,Out of Stock,$98,https://pangoly.com/en/product/pny-xlr8-mako-epic-x-rgb-32gb-2x16gb-ddr5-6400mhz,a57a022f-98ef-48c8-7d05-08dc7a8f254c,16
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR7200 MHz,34,,,,,,,,$173,5/5,11,In Stock,$220,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-7200mhz-white,eadff864-b16f-4489-6684-08dbf207e8c2,16
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,30,,,,,,,,$138,5/5,12,In Stock,$226,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6000mhz-white,49a74e65-f5c5-455d-7f12-08dc15008d1a,16
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,32,,,,,,,,$138,5/5,0,In Stock,$230,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6400mhz-white,e19496eb-7152-425a-a525-08dc28919938,16
CORSAIR Dominator Titanium RGB 48GB (2x24GB) DD...,Corsair,,DDR5,48GB,2x24gb,DDR7000 MHz,36,,,,,,,,$185,5/5,11,In Stock,$240,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-48gb-2x24gb-ddr5-7000mhz-white,8693f0d9-d90e-4dd6-668b-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 48GB (2x24GB) DD...,Corsair,,DDR5,48GB,2x24gb,DDR7000 MHz,36,,,,,,,,$185,5/5,11,In Stock,$240,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-48gb-2x24gb-ddr5-7000mhz,1fca7b70-8d14-4da3-668d-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 48GB (2x24GB) DD...,Corsair,,DDR5,48GB,2x24gb,DDR7200 MHz,36,,,,,,,,$185,5/5,11,In Stock,$250,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-48gb-2x24gb-ddr5-7200mhz,46a0874e-c2d1-4897-6685-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR7000 MHz,34,,,,,,,,$173,5/5,11,In Stock,$250,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-7000mhz-white,0f6bd8c6-c276-4c8e-6688-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,CMP32GX5M2X6600C32,DDR5,32GB,2x16gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,15,In Stock,$250,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6600mhz,b4c19882-4faf-4638-a52f-08dc28919938,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,CMP32GX5M2X6600C32W,DDR5,32GB,2x16gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,0,In Stock,$250,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6600mhz-white,2f969658-7ffe-40f9-a51d-08dc28919938,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,30,,,,,,,,$138,5/5,0,In Stock,$256,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6000mhz,c1a71a88-97c4-47d6-7f10-08dc15008d1a,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,30,,,,,,,,$138,5/5,15,In Stock,$256,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6000mhz-cl30-amd,e93f8f6d-0dbc-43a9-a528-08dc28919938,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR7200 MHz,34,,,,,,,,$173,5/5,11,In Stock,$263,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-7200mhz,acb9f538-a93c-4184-6686-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,32,,,,,,,,$138,5/5,0,In Stock,$265,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-6400mhz,b64a3ccb-0446-4658-a536-08dc28919938,17
CORSAIR Dominator Titanium RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR7000 MHz,34,,,,,,,,$173,5/5,11,In Stock,$285,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-32gb-2x16gb-ddr5-7000mhz,706451eb-83ad-449e-6689-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 48GB (2x24GB) DD...,Corsair,,DDR5,48GB,2x24gb,DDR7200 MHz,36,,,,,,,,$185,5/5,11,In Stock,$286,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-48gb-2x24gb-ddr5-7200mhz-white,01142bb0-1a4d-4441-6691-08dbf207e8c2,17
CORSAIR Dominator Titanium RGB 48GB (2x24GB) DD...,Corsair,,DDR5,48GB,2x24gb,DDR6000 MHz,30,,,,,,,,$185,5/5,15,In Stock,$302,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-48gb-2x24gb-ddr5-6000mhz-white,7df6418d-ca49-421d-a534-08dc28919938,18
CORSAIR Dominator Titanium RGB 48GB (2x24GB) DD...,Corsair,,DDR5,48GB,2x24gb,DDR6000 MHz,30,,,,,,,,$185,5/5,0,In Stock,$302,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-48gb-2x24gb-ddr5-6000mhz,4994beab-9c9d-444e-a53f-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,30,,,,,,,,$240,5/5,15,In Stock,$400,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6000mhz-white,fe8a04a5-c87d-47a6-a508-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,30,,,,,,,,$240,5/5,15,In Stock,$400,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6000mhz-cl30-amd,7e519822-ea3f-4816-a519-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,30,,,,,,,,$240,5/5,0,In Stock,$400,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6000mhz,8e4f5094-b7d6-4ec0-a513-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6400 MHz,32,,,,,,,,$240,5/5,0,In Stock,$426,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6400mhz-white,fd63c1b1-6bcc-4676-a529-08dc28919938,18
CORSAIR Dominator Titanium RGB 96GB (2x48GB) DD...,Corsair,CMP96GX5M2B6600C32,DDR5,96GB,2x48gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$426,5/5,0,In Stock,$439,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-96gb-2x48gb-ddr5-6600mhz,3b43ca21-6f24-4d6b-a4fe-08dc28919938,18
CORSAIR Dominator Titanium RGB 96GB (2x48GB) DD...,Corsair,CMP96GX5M2B6600C32W,DDR5,96GB,2x48gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$426,5/5,0,In Stock,$439,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-96gb-2x48gb-ddr5-6600mhz-white,39998c55-78a8-431f-a503-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,CMP64GX5M2X6600C32,DDR5,64GB,2x32gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$329,5/5,1,In Stock,$458,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6600mhz,2aeb1d1b-19ed-4aa8-a4ff-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (4x16GB) DD...,Corsair,,DDR5,64GB,4x16gb,DDR6000 MHz,36,,,,,,,,$367,5/5,15,In Stock,$502,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-4x16gb-ddr5-6000mhz,4f05ea2c-d39e-4d7a-a533-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (4x16GB) DD...,Corsair,,DDR5,64GB,4x16gb,DDR6000 MHz,36,,,,,,,,$367,5/5,15,In Stock,$502,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-4x16gb-ddr5-6000mhz-white,c72b8a70-8938-46d9-a516-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,CMP64GX5M2X6600C32W,DDR5,64GB,2x32gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$329,5/5,2,In Stock,$509,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6600mhz-white,a8256d42-fffe-4aab-a4fa-08dc28919938,18
CORSAIR Dominator Titanium RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6400 MHz,32,,,,,,,,$240,5/5,0,In Stock,$509,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-2x32gb-ddr5-6400mhz,c977795d-31ae-4b7c-a522-08dc28919938,19
CORSAIR Dominator Titanium RGB 64GB (4x16GB) DD...,Corsair,,DDR5,64GB,4x16gb,DDR6400 MHz,32,,,,,,,,$460,5/5,15,In Stock,$529,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-4x16gb-ddr5-6400mhz,e8a65ec8-206a-4378-a510-08dc28919938,19
CORSAIR Dominator Titanium RGB 64GB (4x16GB) DD...,Corsair,,DDR5,64GB,4x16gb,DDR6400 MHz,32,,,,,,,,$460,5/5,0,In Stock,$530,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-64gb-4x16gb-ddr5-6400mhz-white,6f625546-29be-4835-a4fd-08dc28919938,19
CORSAIR Dominator Titanium RGB 96GB (2x48GB) DD...,Corsair,,DDR5,96GB,2x48gb,DDR6400 MHz,32,,,,,,,,$340,5/5,1,In Stock,$539,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-96gb-2x48gb-ddr5-6400mhz,446c14b5-b252-489c-a51e-08dc28919938,19
CORSAIR Dominator Titanium RGB 96GB (2x48GB) DD...,Corsair,,DDR5,96GB,2x48gb,DDR6400 MHz,32,,,,,,,,$340,5/5,0,In Stock,$539,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-96gb-2x48gb-ddr5-6400mhz-white,93860fbc-6126-4b4c-a520-08dc28919938,19
CORSAIR Dominator Titanium RGB 96GB (4x24GB) DD...,Corsair,,DDR5,96GB,4x24gb,DDR6000 MHz,30,,,,,,,,$458,5/5,0,In Stock,$603,https://pangoly.com/en/product/corsair-dominator-titanium-rgb-96gb-4x24gb-ddr5-6000mhz,a7ec8ce3-dca9-4f24-a50a-08dc28919938,19
Crucial Pro 48GB (2x24GB) DDR5 6000,Crucial,CP2K24G60C48U5,DDR5,48GB,2x24gb,DDR5-6000 MHz,48,,16 ns,1.1 V,Yes,No,Black,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,29,In Stock,$170,https://pangoly.com/en/product/crucial-pro-48gb-2x24gb-ddr5-6000,01a5010f-c9ce-4cc4-a544-08dc28919938,19
Kingston Fury Renegade RGB XMP 24GB DDR5 6400,Kingston,,DDR5,24GB,,,32,,,,,,,,$96,5/5,0,In Stock,$129,https://pangoly.com/en/product/kingston-fury-renegade-rgb-xmp-24gb-ddr5-6400,ae9c6302-9cac-4e1d-b329-08dc5ee35005,19
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6000MHz CL...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,In Stock,$140,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz-cl36-amd,e3ce3973-2957-4531-a502-08dc28919938,19
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 5600MH...,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,40,,,,,,,,$114,5/5,0,In Stock,$143,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz-white,2fe21320-755e-4532-a53e-08dc28919938,19
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 5600MHz,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,40,,,,,,,,$114,5/5,0,In Stock,$143,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-5600mhz,4ea5a77a-5a36-4927-a518-08dc28919938,19
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,In Stock,$159,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl36-amd,48baad61-c141-4586-a511-08dc28919938,19
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 5600MHz CL...,Corsair,,DDR5,32GB,2x16gb,DDR5600 MHz,40,,,,,,,,$114,5/5,0,In Stock,$168,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-5600mhz-cl40-amd,0a3d1c49-5e7a-4138-a51a-08dc28919938,20
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 5600MH...,Corsair,,DDR5,64GB,2x32gb,DDR5600 MHz,40,,,,,,,,$205,5/5,0,In Stock,$255,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-5600mhz-white-cl40,c4704608-aa9f-4625-a53a-08dc28919938,20
Kingston Fury Renegade RGB XMP 24GB DDR5 7200,Kingston,,DDR5,24GB,,,38,,,,,,,,$129,5/5,0,In Stock,$304,https://pangoly.com/en/product/kingston-fury-renegade-rgb-xmp-24gb-ddr5-7200,fd769b49-6ac7-41bb-b32a-08dc5ee35005,20
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 5600MH...,Corsair,,DDR5,64GB,2x32gb,DDR5600 MHz,40,,,,,,,,$205,5/5,0,In Stock,$322,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-5600mhz-cl40,a7262d0a-f090-42a3-a545-08dc28919938,20
Kingston Fury Renegade 96GB (2x48GB) DDR5 6400,Kingston,KF564C32RSK2-96,DDR5,96GB,2x48gb,DDR5-6400 MHz,32,32-39-39,10 ns,1.4 V,Yes,No,Silver/Black,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,1,In Stock,$437,https://pangoly.com/en/product/kingston-fury-renegade-96gb-2x48gb-ddr5-6400,8703be38-0f9a-49c6-b351-08dc5ee35005,20
Kingston Fury Renegade RGB 48GB DDR5 6000,Kingston,,DDR5,48GB,,,32,,,,,,,,$438,5/5,0,In Stock,$438,https://pangoly.com/en/product/kingston-fury-renegade-rgb-48gb-ddr5-6000,3de8f7ff-1936-4d5e-444e-08dd688b4ef4,20
